id,sex,race_ethnicity
53412,male,white_non_hispanic
53413,male,hispanic
53414,female,white_non_hispanic
53415,male,white_non_hispanic
53416,female,white_non_hispanic
53417,male,black_non_hispanic
53418,male,white_non_hispanic
53419,female,black_non_hispanic
53420,female,white_non_hispanic
53421,male,black_non_hispanic
53422,male,other_non_hispanic
53423,male,hispanic
53424,female,white_non_hispanic
53425,female,white_non_hispanic
53426,female,white_non_hispanic
53427,female,white_non_hispanic
53428,male,white_non_hispanic
53429,female,hispanic
53430,female,hispanic
53431,female,white_non_hispanic
53432,male,hispanic
53433,male,hispanic
53434,male,white_non_hispanic
53435,male,hispanic
53436,male,white_non_hispanic
53437,male,other_non_hispanic
53438,female,white_non_hispanic
53439,female,hispanic
53440,female,white_non_hispanic
53441,female,other_non_hispanic
53442,male,white_non_hispanic
53443,female,black_non_hispanic
53444,male,white_non_hispanic
53445,male,black_non_hispanic
53446,male,white_non_hispanic
53447,female,black_non_hispanic
53448,female,white_non_hispanic
53449,female,other_non_hispanic
53450,female,black_non_hispanic
53451,male,white_non_hispanic
53452,male,white_non_hispanic
53453,male,black_non_hispanic
53454,female,hispanic
53455,female,white_non_hispanic
53456,male,hispanic
53457,female,white_non_hispanic
53458,female,white_non_hispanic
53459,male,other_non_hispanic
53460,male,white_non_hispanic
53461,female,white_non_hispanic
53462,male,white_non_hispanic
53463,female,black_non_hispanic
53464,male,white_non_hispanic
53465,male,hispanic
53466,female,hispanic
53467,female,white_non_hispanic
53468,female,white_non_hispanic
53469,male,white_non_hispanic
53470,male,other_non_hispanic
53471,female,black_non_hispanic
53472,male,white_non_hispanic
53473,male,white_non_hispanic
53474,male,white_non_hispanic
53475,female,white_non_hispanic
53476,female,white_non_hispanic
53477,male,white_non_hispanic
53478,male,hispanic
53479,female,white_non_hispanic
53480,male,hispanic
53481,female,hispanic
53482,male,white_non_hispanic
53483,male,hispanic
53484,female,black_non_hispanic
53485,male,other_non_hispanic
53486,female,black_non_hispanic
53487,male,white_non_hispanic
53488,female,white_non_hispanic
53489,female,white_non_hispanic
53490,male,black_non_hispanic
53491,female,white_non_hispanic
53492,male,white_non_hispanic
53493,female,hispanic
53494,male,white_non_hispanic
53495,male,white_non_hispanic
53496,male,black_non_hispanic
53497,male,white_non_hispanic
53498,female,hispanic
53499,male,white_non_hispanic
53500,male,white_non_hispanic
53501,female,white_non_hispanic
53502,female,white_non_hispanic
53503,male,white_non_hispanic
53504,male,white_non_hispanic
53505,female,hispanic
53506,male,white_non_hispanic
53507,female,white_non_hispanic
53508,male,white_non_hispanic
53509,male,white_non_hispanic
53510,female,white_non_hispanic
53511,female,white_non_hispanic
53512,male,white_non_hispanic
53513,male,white_non_hispanic
53514,female,hispanic
53515,female,black_non_hispanic
53516,female,white_non_hispanic
53517,female,white_non_hispanic
53518,female,white_non_hispanic
53519,female,black_non_hispanic
53520,female,white_non_hispanic
53521,male,white_non_hispanic
53522,male,black_non_hispanic
53523,male,hispanic
53524,male,white_non_hispanic
53525,female,white_non_hispanic
53526,male,white_non_hispanic
53527,male,other_non_hispanic
53528,female,black_non_hispanic
53529,male,black_non_hispanic
53530,male,black_non_hispanic
53531,male,other_non_hispanic
53532,female,hispanic
53533,male,white_non_hispanic
53534,female,hispanic
53535,female,white_non_hispanic
53536,female,white_non_hispanic
53537,male,white_non_hispanic
53538,female,hispanic
53539,male,white_non_hispanic
53540,male,white_non_hispanic
53541,male,white_non_hispanic
53542,male,white_non_hispanic
53543,male,black_non_hispanic
53544,female,hispanic
53545,male,other_non_hispanic
53546,male,white_non_hispanic
53547,male,white_non_hispanic
53548,female,hispanic
53549,male,white_non_hispanic
53550,male,white_non_hispanic
53551,female,hispanic
53552,female,white_non_hispanic
53553,female,white_non_hispanic
53554,female,white_non_hispanic
53555,female,white_non_hispanic
53556,male,white_non_hispanic
53557,male,black_non_hispanic
53558,female,white_non_hispanic
53559,female,white_non_hispanic
53560,female,white_non_hispanic
53561,male,white_non_hispanic
53562,male,white_non_hispanic
53563,female,white_non_hispanic
53564,female,white_non_hispanic
53565,female,hispanic
53566,female,white_non_hispanic
53567,male,white_non_hispanic
53568,male,hispanic
53569,male,black_non_hispanic
53570,male,white_non_hispanic
53571,female,white_non_hispanic
53572,female,white_non_hispanic
53573,female,other_non_hispanic
53574,male,hispanic
53575,female,hispanic
53576,male,black_non_hispanic
53577,female,white_non_hispanic
53578,female,hispanic
53579,male,other_non_hispanic
53580,male,hispanic
53581,male,hispanic
53582,male,other_non_hispanic
53583,female,hispanic
53584,male,white_non_hispanic
53585,male,white_non_hispanic
53586,male,white_non_hispanic
53587,female,hispanic
53588,male,black_non_hispanic
53589,male,white_non_hispanic
53590,male,hispanic
53591,male,white_non_hispanic
53592,male,white_non_hispanic
53593,male,white_non_hispanic
53594,female,hispanic
53595,female,white_non_hispanic
53596,female,white_non_hispanic
53597,female,other_non_hispanic
53598,male,white_non_hispanic
53599,female,white_non_hispanic
53600,male,white_non_hispanic
53601,female,black_non_hispanic
53602,male,hispanic
53603,female,white_non_hispanic
53604,female,white_non_hispanic
53605,female,black_non_hispanic
53606,female,white_non_hispanic
53607,female,white_non_hispanic
53608,male,white_non_hispanic
53609,male,white_non_hispanic
53610,female,white_non_hispanic
53611,female,white_non_hispanic
53612,male,white_non_hispanic
53613,male,white_non_hispanic
53614,female,hispanic
53615,female,white_non_hispanic
53616,male,white_non_hispanic
53617,female,white_non_hispanic
53618,male,hispanic
53619,female,black_non_hispanic
53620,female,hispanic
53621,male,white_non_hispanic
53622,female,white_non_hispanic
53623,male,other_non_hispanic
53624,male,hispanic
53625,female,hispanic
53626,female,white_non_hispanic
53627,female,white_non_hispanic
53628,male,other_non_hispanic
53629,male,white_non_hispanic
53630,female,hispanic
53631,male,white_non_hispanic
53632,male,white_non_hispanic
53633,female,black_non_hispanic
53634,female,white_non_hispanic
53635,female,hispanic
53636,male,other_non_hispanic
53637,female,white_non_hispanic
53638,female,white_non_hispanic
53639,female,white_non_hispanic
53640,female,other_non_hispanic
53641,female,white_non_hispanic
53642,female,black_non_hispanic
53643,male,hispanic
53644,female,other_non_hispanic
53645,male,white_non_hispanic
53646,male,white_non_hispanic
53647,female,hispanic
53648,male,white_non_hispanic
53649,male,hispanic
53650,female,white_non_hispanic
53651,male,other_non_hispanic
53652,male,black_non_hispanic
53653,male,white_non_hispanic
53654,male,hispanic
53655,male,white_non_hispanic
53656,male,white_non_hispanic
53657,male,white_non_hispanic
53658,female,white_non_hispanic
53659,female,hispanic
53660,male,other_non_hispanic
53661,male,white_non_hispanic
53662,male,black_non_hispanic
53663,female,black_non_hispanic
53664,female,white_non_hispanic
53665,female,white_non_hispanic
53666,female,black_non_hispanic
53667,male,white_non_hispanic
53668,male,hispanic
53669,male,white_non_hispanic
53670,male,other_non_hispanic
53671,female,white_non_hispanic
53672,female,white_non_hispanic
53673,male,white_non_hispanic
53674,female,white_non_hispanic
53675,female,white_non_hispanic
53676,male,white_non_hispanic
53677,male,hispanic
53678,female,black_non_hispanic
53679,male,white_non_hispanic
53680,female,white_non_hispanic
53681,male,white_non_hispanic
53682,female,hispanic
53683,female,hispanic
53684,female,hispanic
53685,male,white_non_hispanic
53686,male,white_non_hispanic
53687,female,other_non_hispanic
53688,male,black_non_hispanic
53689,female,white_non_hispanic
53690,female,black_non_hispanic
53691,male,hispanic
53692,female,hispanic
53693,male,other_non_hispanic
53694,male,white_non_hispanic
53695,female,white_non_hispanic
53696,female,white_non_hispanic
53697,female,black_non_hispanic
53698,female,black_non_hispanic
53699,female,white_non_hispanic
53700,male,white_non_hispanic
53701,female,black_non_hispanic
53702,female,white_non_hispanic
53703,female,black_non_hispanic
53704,female,white_non_hispanic
53705,male,white_non_hispanic
53706,female,black_non_hispanic
53707,male,other_non_hispanic
53708,female,white_non_hispanic
53709,male,white_non_hispanic
53710,female,white_non_hispanic
53711,female,white_non_hispanic
53712,female,white_non_hispanic
53713,male,hispanic
53714,male,white_non_hispanic
53715,male,white_non_hispanic
53716,female,black_non_hispanic
53717,male,black_non_hispanic
53718,male,hispanic
53719,male,white_non_hispanic
53720,female,white_non_hispanic
53721,female,white_non_hispanic
53722,female,hispanic
53723,female,other_non_hispanic
53724,male,white_non_hispanic
53725,female,white_non_hispanic
53726,male,white_non_hispanic
53727,male,white_non_hispanic
53728,male,black_non_hispanic
53729,female,white_non_hispanic
53730,female,black_non_hispanic
53731,male,other_non_hispanic
53732,male,white_non_hispanic
53733,female,hispanic
53734,female,white_non_hispanic
53735,female,white_non_hispanic
53736,female,black_non_hispanic
53737,female,white_non_hispanic
53738,male,hispanic
53739,male,white_non_hispanic
53740,male,white_non_hispanic
53741,female,other_non_hispanic
53742,male,white_non_hispanic
53743,female,white_non_hispanic
53744,male,white_non_hispanic
53745,male,white_non_hispanic
53746,male,white_non_hispanic
53747,female,white_non_hispanic
53748,female,white_non_hispanic
53749,male,white_non_hispanic
53750,male,white_non_hispanic
53751,female,black_non_hispanic
53752,female,white_non_hispanic
53753,male,white_non_hispanic
53754,male,white_non_hispanic
53755,female,other_non_hispanic
53756,female,white_non_hispanic
53757,female,white_non_hispanic
53758,male,hispanic
53759,female,white_non_hispanic
53760,male,white_non_hispanic
53761,female,white_non_hispanic
53762,female,white_non_hispanic
53763,male,hispanic
53764,male,white_non_hispanic
53765,female,white_non_hispanic
53766,female,white_non_hispanic
53767,female,white_non_hispanic
53768,female,white_non_hispanic
53769,female,white_non_hispanic
53770,male,white_non_hispanic
53771,male,white_non_hispanic
53772,male,white_non_hispanic
53773,female,hispanic
53774,female,white_non_hispanic
53775,female,white_non_hispanic
53776,female,white_non_hispanic
53777,male,white_non_hispanic
53778,male,black_non_hispanic
53779,male,white_non_hispanic
53780,male,white_non_hispanic
53781,male,white_non_hispanic
53782,female,white_non_hispanic
53783,male,black_non_hispanic
53784,male,white_non_hispanic
53785,male,hispanic
53786,female,black_non_hispanic
53787,male,white_non_hispanic
53788,female,white_non_hispanic
53789,female,other_non_hispanic
53790,female,white_non_hispanic
53791,female,other_non_hispanic
53792,male,other_non_hispanic
53793,female,white_non_hispanic
53794,female,white_non_hispanic
53795,male,white_non_hispanic
53796,male,hispanic
53797,female,other_non_hispanic
53798,male,hispanic
53799,male,white_non_hispanic
53800,female,white_non_hispanic
53801,male,white_non_hispanic
53802,male,white_non_hispanic
53803,female,black_non_hispanic
53804,male,white_non_hispanic
53805,male,hispanic
53806,female,black_non_hispanic
53807,male,white_non_hispanic
53808,female,white_non_hispanic
53809,male,hispanic
53810,female,white_non_hispanic
53811,male,hispanic
53812,male,white_non_hispanic
53813,male,white_non_hispanic
53814,male,white_non_hispanic
53815,female,hispanic
53816,female,white_non_hispanic
53817,male,white_non_hispanic
53818,female,white_non_hispanic
53819,male,white_non_hispanic
53820,female,other_non_hispanic
53821,male,white_non_hispanic
53822,male,black_non_hispanic
53823,male,white_non_hispanic
53824,female,white_non_hispanic
53825,male,other_non_hispanic
53826,female,white_non_hispanic
53827,male,white_non_hispanic
53828,female,white_non_hispanic
53829,female,white_non_hispanic
53830,male,white_non_hispanic
53831,male,black_non_hispanic
53832,male,hispanic
53833,female,white_non_hispanic
53834,male,white_non_hispanic
53835,male,white_non_hispanic
53836,female,white_non_hispanic
53837,male,hispanic
53838,male,white_non_hispanic
53839,female,white_non_hispanic
53840,female,white_non_hispanic
53841,male,white_non_hispanic
53842,female,white_non_hispanic
53843,male,hispanic
53844,male,black_non_hispanic
53845,female,hispanic
53846,male,hispanic
53847,male,black_non_hispanic
53848,female,white_non_hispanic
53849,female,white_non_hispanic
53850,male,white_non_hispanic
53851,female,hispanic
53852,male,white_non_hispanic
53853,female,white_non_hispanic
53854,female,hispanic
53855,female,white_non_hispanic
53856,male,white_non_hispanic
53857,male,white_non_hispanic
53858,male,white_non_hispanic
53859,male,black_non_hispanic
53860,male,hispanic
53861,female,hispanic
53862,female,hispanic
53863,male,white_non_hispanic
53864,male,other_non_hispanic
53865,male,black_non_hispanic
53866,male,hispanic
53867,female,other_non_hispanic
53868,male,white_non_hispanic
53869,female,white_non_hispanic
53870,male,black_non_hispanic
53871,male,white_non_hispanic
53872,female,other_non_hispanic
53873,female,white_non_hispanic
53874,female,hispanic
53875,female,white_non_hispanic
53876,male,white_non_hispanic
53877,male,hispanic
53878,male,hispanic
53879,male,white_non_hispanic
53880,female,hispanic
53881,female,black_non_hispanic
53882,female,other_non_hispanic
53883,male,white_non_hispanic
53884,male,white_non_hispanic
53885,male,white_non_hispanic
53886,male,hispanic
53887,male,white_non_hispanic
53888,female,white_non_hispanic
53889,female,white_non_hispanic
53890,female,white_non_hispanic
53891,female,other_non_hispanic
53892,female,white_non_hispanic
53893,female,white_non_hispanic
53894,female,other_non_hispanic
53895,female,hispanic
53896,male,white_non_hispanic
53897,male,hispanic
53898,female,black_non_hispanic
53899,female,white_non_hispanic
53900,male,white_non_hispanic
53901,female,white_non_hispanic
53902,female,white_non_hispanic
53903,male,white_non_hispanic
53904,male,hispanic
53905,male,white_non_hispanic
53906,male,other_non_hispanic
53907,male,hispanic
53908,female,white_non_hispanic
53909,female,white_non_hispanic
53910,female,hispanic
53911,male,hispanic
53912,female,white_non_hispanic
53913,female,hispanic
53914,male,white_non_hispanic
53915,male,hispanic
53916,male,white_non_hispanic
53917,male,white_non_hispanic
53918,male,white_non_hispanic
53919,male,white_non_hispanic
53920,female,white_non_hispanic
53921,female,white_non_hispanic
53922,female,white_non_hispanic
53923,male,other_non_hispanic
53924,male,white_non_hispanic
53925,female,black_non_hispanic
53926,male,other_non_hispanic
53927,female,white_non_hispanic
53928,female,white_non_hispanic
53929,female,hispanic
53930,male,hispanic
53931,male,hispanic
53932,male,white_non_hispanic
53933,male,hispanic
53934,female,white_non_hispanic
53935,female,white_non_hispanic
53936,male,white_non_hispanic
53937,male,white_non_hispanic
53938,female,hispanic
53939,male,other_non_hispanic
53940,male,hispanic
53941,female,white_non_hispanic
53942,female,white_non_hispanic
53943,female,hispanic
53944,male,white_non_hispanic
53945,male,white_non_hispanic
53946,male,white_non_hispanic
53947,female,hispanic
53948,female,other_non_hispanic
53949,female,white_non_hispanic
53950,male,hispanic
53951,female,black_non_hispanic
53952,female,other_non_hispanic
53953,female,white_non_hispanic
53954,male,white_non_hispanic
53955,female,other_non_hispanic
53956,male,hispanic
53957,female,black_non_hispanic
53958,male,white_non_hispanic
53959,female,white_non_hispanic
53960,female,white_non_hispanic
53961,female,white_non_hispanic
53962,female,black_non_hispanic
53963,male,white_non_hispanic
53964,male,white_non_hispanic
53965,male,white_non_hispanic
53966,male,white_non_hispanic
53967,female,white_non_hispanic
53968,male,white_non_hispanic
53969,male,black_non_hispanic
53970,male,other_non_hispanic
53971,male,hispanic
53972,male,black_non_hispanic
53973,female,white_non_hispanic
53974,male,other_non_hispanic
53975,female,white_non_hispanic
53976,female,white_non_hispanic
53977,male,white_non_hispanic
53978,female,hispanic
53979,male,white_non_hispanic
53980,male,white_non_hispanic
53981,female,black_non_hispanic
53982,female,white_non_hispanic
53983,female,white_non_hispanic
53984,male,black_non_hispanic
53985,female,white_non_hispanic
53986,male,black_non_hispanic
53987,female,black_non_hispanic
53988,male,white_non_hispanic
53989,female,hispanic
53990,male,white_non_hispanic
53991,female,white_non_hispanic
53992,male,other_non_hispanic
53993,female,black_non_hispanic
53994,female,black_non_hispanic
53995,female,other_non_hispanic
53996,male,white_non_hispanic
53997,male,white_non_hispanic
53998,male,hispanic
53999,male,other_non_hispanic
54000,male,white_non_hispanic
54001,female,white_non_hispanic
54002,male,white_non_hispanic
54003,male,white_non_hispanic
54004,female,hispanic
54005,female,white_non_hispanic
54006,male,white_non_hispanic
54007,male,white_non_hispanic
54008,male,white_non_hispanic
54009,female,white_non_hispanic
54010,female,black_non_hispanic
54011,female,white_non_hispanic
54012,male,white_non_hispanic
54013,female,other_non_hispanic
54014,male,other_non_hispanic
54015,female,white_non_hispanic
54016,female,hispanic
54017,male,white_non_hispanic
54018,male,other_non_hispanic
54019,male,white_non_hispanic
54020,male,white_non_hispanic
54021,male,white_non_hispanic
54022,male,black_non_hispanic
54023,female,white_non_hispanic
54024,male,white_non_hispanic
54025,male,white_non_hispanic
54026,male,white_non_hispanic
54027,male,white_non_hispanic
54028,male,white_non_hispanic
54029,female,hispanic
54030,male,white_non_hispanic
54031,female,white_non_hispanic
54032,male,white_non_hispanic
54033,male,other_non_hispanic
54034,female,other_non_hispanic
54035,male,black_non_hispanic
54036,male,white_non_hispanic
54037,female,white_non_hispanic
54038,female,white_non_hispanic
54039,male,white_non_hispanic
54040,female,black_non_hispanic
54041,male,white_non_hispanic
54042,male,white_non_hispanic
54043,female,white_non_hispanic
54044,male,other_non_hispanic
54045,female,other_non_hispanic
54046,female,other_non_hispanic
54047,female,white_non_hispanic
54048,male,white_non_hispanic
54049,male,black_non_hispanic
54050,female,hispanic
54051,female,black_non_hispanic
54052,female,white_non_hispanic
54053,female,black_non_hispanic
54054,female,hispanic
54055,female,hispanic
54056,female,white_non_hispanic
54057,male,white_non_hispanic
54058,female,white_non_hispanic
54059,male,hispanic
54060,female,hispanic
54061,male,hispanic
54062,female,white_non_hispanic
54063,male,hispanic
54064,female,hispanic
54065,male,white_non_hispanic
54066,male,black_non_hispanic
54067,male,white_non_hispanic
54068,female,other_non_hispanic
54069,female,white_non_hispanic
54070,female,white_non_hispanic
54071,female,white_non_hispanic
54072,female,black_non_hispanic
54073,female,hispanic
54074,female,white_non_hispanic
54075,male,white_non_hispanic
54076,male,hispanic
54077,male,white_non_hispanic
54078,female,black_non_hispanic
54079,male,white_non_hispanic
54080,male,white_non_hispanic
54081,male,white_non_hispanic
54082,female,white_non_hispanic
54083,female,hispanic
54084,male,hispanic
54085,female,other_non_hispanic
54086,female,other_non_hispanic
54087,male,white_non_hispanic
54088,male,white_non_hispanic
54089,male,hispanic
54090,female,black_non_hispanic
54091,female,hispanic
54092,female,white_non_hispanic
54093,female,white_non_hispanic
54094,female,white_non_hispanic
54095,male,white_non_hispanic
54096,female,hispanic
54097,male,hispanic
54098,male,hispanic
54099,female,black_non_hispanic
54100,female,black_non_hispanic
54101,female,white_non_hispanic
54102,male,white_non_hispanic
54103,male,white_non_hispanic
54104,male,white_non_hispanic
54105,male,hispanic
54106,male,white_non_hispanic
54107,female,white_non_hispanic
54108,male,white_non_hispanic
54109,male,white_non_hispanic
54110,male,white_non_hispanic
54111,female,white_non_hispanic
54112,male,other_non_hispanic
54113,female,white_non_hispanic
54114,male,hispanic
54115,male,hispanic
54116,male,white_non_hispanic
54117,male,white_non_hispanic
54118,female,hispanic
54119,male,white_non_hispanic
54120,male,white_non_hispanic
54121,female,white_non_hispanic
54122,male,white_non_hispanic
54123,male,white_non_hispanic
54124,male,hispanic
54125,male,hispanic
54126,male,white_non_hispanic
54127,male,black_non_hispanic
54128,female,black_non_hispanic
54129,female,white_non_hispanic
54130,female,other_non_hispanic
54131,male,hispanic
54132,female,white_non_hispanic
54133,female,black_non_hispanic
54134,female,white_non_hispanic
54135,male,black_non_hispanic
54136,male,white_non_hispanic
54137,male,other_non_hispanic
54138,female,white_non_hispanic
54139,male,hispanic
54140,female,white_non_hispanic
54141,female,white_non_hispanic
54142,male,white_non_hispanic
54143,female,white_non_hispanic
54144,female,hispanic
54145,male,other_non_hispanic
54146,male,hispanic
54147,female,white_non_hispanic
54148,female,white_non_hispanic
54149,female,other_non_hispanic
54150,male,white_non_hispanic
54151,male,hispanic
54152,male,white_non_hispanic
54153,male,white_non_hispanic
54154,female,other_non_hispanic
54155,male,white_non_hispanic
54156,female,white_non_hispanic
54157,female,hispanic
54158,male,black_non_hispanic
54159,female,white_non_hispanic
54160,female,white_non_hispanic
54161,female,hispanic
54162,male,hispanic
54163,male,black_non_hispanic
54164,male,white_non_hispanic
54165,male,white_non_hispanic
54166,male,white_non_hispanic
54167,male,hispanic
54168,female,white_non_hispanic
54169,female,white_non_hispanic
54170,male,white_non_hispanic
54171,male,black_non_hispanic
54172,female,white_non_hispanic
54173,male,white_non_hispanic
54174,female,white_non_hispanic
54175,male,black_non_hispanic
54176,female,white_non_hispanic
54177,female,hispanic
54178,male,white_non_hispanic
54179,female,other_non_hispanic
54180,male,white_non_hispanic
54181,female,white_non_hispanic
54182,female,white_non_hispanic
54183,male,hispanic
54184,male,white_non_hispanic
54185,male,white_non_hispanic
54186,male,black_non_hispanic
54187,male,white_non_hispanic
54188,female,white_non_hispanic
54189,male,white_non_hispanic
54190,female,other_non_hispanic
54191,female,white_non_hispanic
54192,female,white_non_hispanic
54193,male,black_non_hispanic
54194,male,white_non_hispanic
54195,female,white_non_hispanic
54196,male,white_non_hispanic
54197,female,black_non_hispanic
54198,male,other_non_hispanic
54199,male,white_non_hispanic
54200,female,white_non_hispanic
54201,female,white_non_hispanic
54202,female,white_non_hispanic
54203,female,black_non_hispanic
54204,male,other_non_hispanic
54205,female,white_non_hispanic
54206,female,black_non_hispanic
54207,male,white_non_hispanic
54208,male,white_non_hispanic
54209,female,white_non_hispanic
54210,female,other_non_hispanic
54211,female,black_non_hispanic
54212,female,white_non_hispanic
54213,male,white_non_hispanic
54214,male,white_non_hispanic
54215,male,white_non_hispanic
54216,male,hispanic
54217,male,white_non_hispanic
54218,female,white_non_hispanic
54219,female,white_non_hispanic
54220,female,hispanic
54221,male,hispanic
54222,female,hispanic
54223,female,white_non_hispanic
54224,male,white_non_hispanic
54225,female,white_non_hispanic
54226,male,black_non_hispanic
54227,female,white_non_hispanic
54228,male,white_non_hispanic
54229,male,white_non_hispanic
54230,male,white_non_hispanic
54231,female,other_non_hispanic
54232,female,other_non_hispanic
54233,female,white_non_hispanic
54234,female,hispanic
54235,female,hispanic
54236,female,other_non_hispanic
54237,male,white_non_hispanic
54238,male,white_non_hispanic
54239,male,white_non_hispanic
54240,female,white_non_hispanic
54241,female,white_non_hispanic
54242,male,white_non_hispanic
54243,male,white_non_hispanic
54244,male,white_non_hispanic
54245,female,white_non_hispanic
54246,male,white_non_hispanic
54247,female,white_non_hispanic
54248,male,white_non_hispanic
54249,male,white_non_hispanic
54250,male,hispanic
54251,male,white_non_hispanic
54252,female,hispanic
54253,male,white_non_hispanic
54254,female,white_non_hispanic
54255,male,black_non_hispanic
54256,female,black_non_hispanic
54257,male,white_non_hispanic
54258,female,white_non_hispanic
54259,male,white_non_hispanic
54260,female,white_non_hispanic
54261,female,white_non_hispanic
54262,female,white_non_hispanic
54263,female,white_non_hispanic
54264,female,hispanic
54265,female,white_non_hispanic
54266,male,other_non_hispanic
54267,female,other_non_hispanic
54268,female,white_non_hispanic
54269,male,white_non_hispanic
54270,female,white_non_hispanic
54271,female,white_non_hispanic
54272,female,white_non_hispanic
54273,female,other_non_hispanic
54274,male,white_non_hispanic
54275,female,white_non_hispanic
54276,female,white_non_hispanic
54277,female,white_non_hispanic
54278,female,black_non_hispanic
54279,female,other_non_hispanic
54280,male,hispanic
54281,male,white_non_hispanic
54282,female,white_non_hispanic
54283,female,white_non_hispanic
54284,female,white_non_hispanic
54285,female,white_non_hispanic
54286,male,white_non_hispanic
54287,female,hispanic
54288,female,white_non_hispanic
54289,female,white_non_hispanic
54290,male,white_non_hispanic
54291,male,black_non_hispanic
54292,male,other_non_hispanic
54293,female,white_non_hispanic
54294,female,hispanic
54295,female,black_non_hispanic
54296,female,white_non_hispanic
54297,female,other_non_hispanic
54298,female,other_non_hispanic
54299,male,white_non_hispanic
54300,female,other_non_hispanic
54301,male,white_non_hispanic
54302,female,white_non_hispanic
54303,female,white_non_hispanic
54304,female,white_non_hispanic
54305,male,white_non_hispanic
54306,female,other_non_hispanic
54307,male,white_non_hispanic
54308,male,white_non_hispanic
54309,female,hispanic
54310,male,white_non_hispanic
54311,female,white_non_hispanic
54312,female,hispanic
54313,male,hispanic
54314,female,black_non_hispanic
54315,female,white_non_hispanic
54316,female,white_non_hispanic
54317,male,white_non_hispanic
54318,male,white_non_hispanic
54319,female,white_non_hispanic
54320,male,other_non_hispanic
54321,female,white_non_hispanic
54322,male,hispanic
54323,female,white_non_hispanic
54324,female,white_non_hispanic
54325,female,white_non_hispanic
54326,male,hispanic
54327,female,black_non_hispanic
54328,female,white_non_hispanic
54329,female,white_non_hispanic
54330,male,white_non_hispanic
54331,female,white_non_hispanic
54332,female,white_non_hispanic
54333,female,hispanic
54334,male,hispanic
54335,female,hispanic
54336,male,white_non_hispanic
54337,male,white_non_hispanic
54338,male,white_non_hispanic
54339,female,white_non_hispanic
54340,male,hispanic
54341,female,hispanic
54342,male,other_non_hispanic
54343,female,hispanic
54344,female,hispanic
54345,male,white_non_hispanic
54346,male,white_non_hispanic
54347,male,white_non_hispanic
54348,female,white_non_hispanic
54349,male,white_non_hispanic
54350,male,white_non_hispanic
54351,male,white_non_hispanic
54352,female,hispanic
54353,female,white_non_hispanic
54354,male,black_non_hispanic
54355,female,white_non_hispanic
54356,female,white_non_hispanic
54357,male,white_non_hispanic
54358,female,white_non_hispanic
54359,female,white_non_hispanic
54360,male,white_non_hispanic
54361,male,hispanic
54362,male,black_non_hispanic
54363,female,white_non_hispanic
54364,male,white_non_hispanic
54365,female,white_non_hispanic
54366,male,white_non_hispanic
54367,female,white_non_hispanic
54368,male,hispanic
54369,female,black_non_hispanic
54370,male,white_non_hispanic
54371,female,white_non_hispanic
54372,female,white_non_hispanic
54373,male,other_non_hispanic
54374,female,white_non_hispanic
54375,female,white_non_hispanic
54376,male,other_non_hispanic
54377,male,white_non_hispanic
54378,female,white_non_hispanic
54379,female,hispanic
54380,female,black_non_hispanic
54381,male,white_non_hispanic
54382,female,hispanic
54383,female,other_non_hispanic
54384,female,white_non_hispanic
54385,female,white_non_hispanic
54386,male,white_non_hispanic
54387,female,white_non_hispanic
54388,male,other_non_hispanic
54389,male,white_non_hispanic
54390,female,white_non_hispanic
54391,male,white_non_hispanic
54392,male,white_non_hispanic
54393,male,black_non_hispanic
54394,male,white_non_hispanic
54395,male,white_non_hispanic
54396,male,hispanic
54397,female,other_non_hispanic
54398,female,hispanic
54399,male,white_non_hispanic
54400,female,other_non_hispanic
54401,male,white_non_hispanic
54402,male,white_non_hispanic
54403,female,white_non_hispanic
54404,male,white_non_hispanic
54405,female,white_non_hispanic
54406,female,white_non_hispanic
54407,female,white_non_hispanic
54408,female,hispanic
54409,male,black_non_hispanic
54410,male,white_non_hispanic
54411,female,hispanic
54412,male,white_non_hispanic
54413,female,hispanic
54414,female,white_non_hispanic
54415,male,hispanic
54416,male,white_non_hispanic
54417,female,white_non_hispanic
54418,male,hispanic
54419,female,white_non_hispanic
54420,male,white_non_hispanic
54421,female,white_non_hispanic
54422,female,hispanic
54423,male,other_non_hispanic
54424,male,other_non_hispanic
54425,male,white_non_hispanic
54426,female,white_non_hispanic
54427,female,white_non_hispanic
54428,female,white_non_hispanic
54429,female,white_non_hispanic
54430,male,other_non_hispanic
54431,female,hispanic
54432,female,white_non_hispanic
54433,female,black_non_hispanic
54434,female,white_non_hispanic
54435,female,white_non_hispanic
54436,male,white_non_hispanic
54437,female,black_non_hispanic
54438,female,white_non_hispanic
54439,male,white_non_hispanic
54440,male,white_non_hispanic
54441,male,white_non_hispanic
54442,male,white_non_hispanic
54443,male,white_non_hispanic
54444,female,white_non_hispanic
54445,male,hispanic
54446,female,hispanic
54447,female,other_non_hispanic
54448,male,hispanic
54449,female,white_non_hispanic
54450,female,hispanic
54451,male,hispanic
54452,female,white_non_hispanic
54453,male,white_non_hispanic
54454,female,white_non_hispanic
54455,male,other_non_hispanic
54456,female,white_non_hispanic
54457,female,white_non_hispanic
54458,female,white_non_hispanic
54459,female,white_non_hispanic
54460,male,white_non_hispanic
54461,female,white_non_hispanic
54462,male,white_non_hispanic
54463,female,white_non_hispanic
54464,female,white_non_hispanic
